model,lambda,seed,step,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
opt125m,0.8,0,400,0.466878271351258,53.3121728648742,6.396484002470963,16.17838740348816,False,2.4598153548926462,2.728055383260757,-0.26824002836811056,2.9102497330431762,3.3655706803921084,-0.45532094734893214,0.18708091898082158
opt125m,0.8,0,600,0.4837239732344945,51.62760267655055,-1.6845701883236472,14.550784230232239,False,2.4598153548926462,2.6661331181659795,-0.2063177632733333,2.9102497330431762,3.292085541279574,-0.38183580823639796,0.17551804496306467
opt125m,0.8,0,800,0.4366048214336236,56.33951785663764,4.7119151800870895,14.778649806976318,False,2.4598153548926462,2.7671849024138684,-0.30736954752122214,2.9102497330431762,3.4016281871305076,-0.4913784540873314,0.18400890656610924
opt125m,0.8,0,1000,0.445339635014534,55.4660364985466,-0.8734813580910412,8.984375,False,2.4598153548926462,2.785525478795327,-0.32571012390268095,2.9102497330431762,3.396119057420478,-0.48586932437730157,0.16015920047462062
opt125m,0.8,0,1200,0.458875880887111,54.1124119112889,-1.3536245872576984,17.70833134651184,False,2.4598153548926462,2.7016440275781224,-0.24182867268547614,2.9102497330431762,3.3345926631800915,-0.42434293013691526,0.18251425745143912
opt125m,0.8,0,1350,0.4631347755591075,53.68652244408925,-0.4258894671996529,5.56640625,True,2.4598153548926462,2.7701534192922934,-0.3103380643996472,2.9102497330431762,3.337006225865179,-0.4267564928220029,0.11641842842235572
opt125m,1.6,0,200,0.3259548681477706,67.40451318522294,0.0,0.0,False,2.4598153548926462,2.9357142562439336,-0.4758989013512873,2.9102497330431762,3.7441245664007443,-0.8338748333575681,0.35797593200628075
opt125m,1.6,0,400,0.3015136793255806,69.84863206744194,2.4441188822190014,7.584631443023682,False,2.4598153548926462,2.971006933437657,-0.5111915785450107,2.9102497330431762,3.6508495804977366,-0.7405998474545603,0.22940826890954957
opt125m,1.6,0,600,0.3096517014006774,69.03482985993226,-0.8138022075096814,6.73828125,False,2.4598153548926462,2.91173248213385,-0.4519171272412037,2.9102497330431762,3.6124926475637515,-0.7022429145205753,0.2503257872793716
opt125m,1.6,0,800,0.2862684552868207,71.37315447131793,2.338324611385673,6.67317807674408,False,2.4598153548926462,2.9282007058283486,-0.4683853509357023,2.9102497330431762,3.6571996366790054,-0.7469499036358291,0.2785645527001268
